,tweet_created_at,tweet_id,tweet_text,tweet_source,tweet_coordinate,tweet_retweet_count,tweet_likes_count,user_id_list,user_name_list,user_screen_name_list,user_location_list,user_followers_count_list,user_friends_count_list,user_created_at_list,user_is_verified_list,user_description_list
25,2020-12-01 23:36:39,1333917962131140608,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for Android,,2456,0,710777087565688832,Yhusea,Uchechukwu29,Nigeria,1105,1111,2016-03-18 10:37:18,False,Open minded
26,2020-12-01 23:36:37,1333917952035479558,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,1530912950,Naughty By Nature (NBN),kflexslim,Lagos,2108,2362,2013-06-19 13:49:07,False,"Web Developer |
Android Developer |
IT Personel |
Programmer
#R_ng"
27,2020-12-01 23:36:34,1333917940421435392,"RT @HRC_Ngo: He's back home!!! 
Scarred, but OK. 
He was one of the many random arrests on the night of the massacre. 
Thank you so much fo…",Twitter for Android,,31,0,126745134,Velma,eddyfontaine,Fantasia,4396,515,2010-03-26 21:27:51,False,A simple complicated girl that wishes the world was a better place || I'm not a doctor
28,2020-12-01 23:36:28,1333917912734830597,"#EndSars
#EndBadGovernanceinNIGERIA 
#ResignNow 
#BuhariResignNow 
We must fix this Nigeria",Twitter for Android,,0,1,1019510224816832512,De-F Inc,Definc_,"In your House, Nigeria ",2369,2644,2018-07-18 09:12:33,False,"Media Brand || LLB || Creative Director||.
https://t.co/RzXq1GfaQO"
29,2020-12-01 23:36:23,1333917895513038848,"RT @chicocoradio: #AngalaCommunity ⚡️🎙️📻⚡️ 
Our radio drama is live on #ViralTimes! 

Episode 1: Angala Dey Hot! - fire and police sweep th…",Twitter for Android,,26,0,1214926493375172609,chibuzor chibuzor,DanODanDaniel14,United Arab Emirates,514,1360,2020-01-08 15:07:37,False,"a proud Biafrian, Biafra is my religion, radio Biafra is where we worship, chukwuokike abiama is our God, in Biafra we stand and in Biafra the freedom of Africa"
30,2020-12-01 23:36:12,1333917848532635648,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for Android,,2456,0,712183870,Sky⚪,sky_fizzle,,63,173,2013-10-13 05:55:47,False,
31,2020-12-01 23:35:52,1333917763472134147,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for iPhone,,2801,0,353202955,Geezuleen,KACHI_KAM,Balance,1181,824,2011-08-11 18:17:37,False,CFC Fi life
32,2020-12-01 23:35:52,1333917762499080196,"RT @YIAGA: As victims of police brutality continue to submit their petitions, Yiaga Africa deployed citizen observers to provide informatio…",Twitter for Android,,16,0,2563200571,#NotTooYoungToRun,Dan_Assabe,"Lokoja, Nigeria",789,738,2014-06-12 10:56:17,False,"A Social Worker, Democracy Strengthener, Human Right Activist, Civic Participation Advocator, Political Scientist, Conflict Mediator, Social Analyst & Media Con"
33,2020-12-01 23:35:25,1333917650188111874,"RT @AyowoleSanyaolu: Still on #endSARs , Nicholas Mbah will be appearing at the Yaba Magistrate court tomorrow by 9am.  Let's all storm the…",Twitter for Android,,136,0,1123649711137796096,#Endsars #Endpolicebrutality🇳🇬🇳🇬🇳🇬,Westjrn1,"Lagos, Nigeria",2023,1676,2019-05-01 18:05:42,False,"I am who I am.  ⭕️
⭕️
 Twitter trouble maker ⭕️
All for fun
#BuhariMustGo
#BuhariHasFailed
#EndSars
🇳🇬🇳🇬🇳🇬"
34,2020-12-01 23:35:13,1333917601404219397,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for iPhone,,2801,0,1203091906202353664,tUnDe sMiLeZ,TundeSmilez,Journey to Janah ,1851,2097,2019-12-06 23:20:53,False,Designer × Print Media × Entertainment
35,2020-12-01 23:35:10,1333917585830785024,"RT @PoliceNG: #PhotoNews: Re-arrested inmates who escaped from lawful custody at Oko Correctional Centre, Benin City, Edo State during the…",Twitter for iPhone,,210,0,1072820598043234310,ImoadN,Imoad2,,1134,259,2018-12-12 11:48:57,False,I stan your fave’s fave- Tobi Bakre 😊. Hello stalkers 😘. Pls follow his YouTube channel 👇🏾 and his IG handles- @tobibakre and @tobibakrephotography.
36,2020-12-01 23:35:04,1333917562095218690,"RT @RevolutionNowNg: Still on #endSARs , Nicholas Mbah will be appearing at the Yaba Magistrate court tomorrow by 9am.  Let's all storm the…",Twitter for Android,,181,0,1123649711137796096,#Endsars #Endpolicebrutality🇳🇬🇳🇬🇳🇬,Westjrn1,"Lagos, Nigeria",2023,1676,2019-05-01 18:05:42,False,"I am who I am.  ⭕️
⭕️
 Twitter trouble maker ⭕️
All for fun
#BuhariMustGo
#BuhariHasFailed
#EndSars
🇳🇬🇳🇬🇳🇬"
37,2020-12-01 23:35:02,1333917552628563968,"RT @AishaYesufu: Dear Governor Zulum
When are you calling out the Commander-in-chief the way you called out #EndSARS protesters?
Buhari @MB…",Twitter for Android,,1002,0,1251255905737293825,bRinE of Magodo,El_Tigrei,Vibes & Insh...,59,72,2020-04-17 21:07:26,False,Packaged New Sans
38,2020-12-01 23:34:40,1333917460899172358,"RT @PoliceNG: #PhotoNews: Re-arrested inmates who escaped from lawful custody at Oko Correctional Centre, Benin City, Edo State during the…",Twitter for iPhone,,210,0,984534687447179264,CHIEF OBI 🎓 👑,TheObiLeonard,"Lagos, Abuja, Nigeria",4748,3609,2018-04-12 20:52:16,False,Product Designer | Creative Writer | Google and Adobe Certified | #EndSARS | I love and respect women ❤️
39,2020-12-01 23:34:30,1333917419748937728,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,2946495311,UZ,Uzomechinekelly,"Asaba, Nigeria",336,452,2014-12-28 21:23:53,False,MEDICINE|| POLITICS|| FOOTBALL FOR ARSENAL FC.
40,2020-12-01 23:34:16,1333917359950598145,"#EndSars 

Check out ""Heaven and Hell"" by Waylon Jennings &amp; Willie Nelson on Amazon Music. https://t.co/hSgDTw6hjo",Twitter for iPhone,,0,0,1259583459208474624,Robert Helton,citzjustice, $citzjustice (kush🎶love),418,1817,2020-05-10 20:38:06,False,US☮️Russia US☮️Iran Middle☮️East Patriot/Protester/Pro👼🏻Choice DACA🏳️‍🌈LQBTQ+✊🏾#BLM #EndSARS 🇺🇸🇨🇦Ice🇮🇷🇸🇻🇮🇳Hockey🇷🇺🇨🇳🇰🇷Fanatic🇫🇷🇩🇪
41,2020-12-01 23:34:00,1333917292984406017,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for Android,,2456,0,2879782697,✊,tukurb1,world for now,407,310,2014-11-16 17:13:05,False,"itz always Allah first, family Arsenalfc den other things follows.....living life slowly... find me on Skype/Snapchat/path/instagram: @Fresh_tk"
42,2020-12-01 23:33:59,1333917289213779970,"RT @channelstv: #EndSARS: UK Parliament Wants Nigerian Officials, Security Agencies Sanctioned For Rights Abuses
https://t.co/1sNOeNTVI7 ht…",Twitter for iPhone,,246,0,1397264803,Nguher Raymond Akuhwa🤴🏽,raymondakuhwa,"Abuja, Nigeria",6,33,2013-05-02 13:48:43,False,||Evangelist😇 ||Entrepreneur💰 ||CEO; OMAYEGROUP 👨🏽‍💻 ||Unilorin Alumni👨🏾‍🎓 ||Founder: Mile12delivery🚚
43,2020-12-01 23:33:46,1333917236571103232,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for Android,,2456,0,1631421318,Diogenes #BringBackAbductedKadunaStudents.,Xokalled,Nigeria,1157,364,2013-07-29 22:56:12,False,"Philosophy, Business, Music. | A (The) Man. | #EndSars Convener."
44,2020-12-01 23:33:43,1333917220611690497,"RT @Deshysmalls: If the Nigerian Police official handle can brazenly photoshop weapons and claim they were recovered, imagine how many inno…",Twitter for Android,,2801,0,549320027,👑Ebubechinechem🏁,deebube,Enugu,533,498,2012-04-09 15:38:57,False,"IGBO
♎
Microbiologist
🏀
YNWA!
👌🏿"
45,2020-12-01 23:33:31,1333917172129783809,"RT @HRC_Ngo: He's back home!!! 
Scarred, but OK. 
He was one of the many random arrests on the night of the massacre. 
Thank you so much fo…",Twitter for Android,,31,0,861810651206995968,edo tensei,hiatus_01,,292,483,2017-05-09 05:10:45,False,"budding back-end developer ||
self-deprecating absurdist."
46,2020-12-01 23:33:30,1333917166505127937,"RT @DeleFarotimi: Silence is not an option, and bellyaching has never been a strategy for liberation. #EndSARS 

#LekkiMassacre https://t.c…",Twitter for Android,,90,0,1315059115060801536,Oladele Iyanu,OladeleIyanu3,,34,79,2020-10-10 22:38:42,False,"I don't know why🤷 but i just love to Savage
  I love everything that start with S☺️"
47,2020-12-01 23:33:29,1333917165775413249,RT @TopeAkinyode: BREAKING: House of Reps condemns the UK Parliament's position on #EndSARS &amp; the allegation against General Gowon. The Hou…,Twitter for Android,,2456,0,387117040,Abiodun Adekola,abiodunoluaye,Lagos,172,175,2011-10-08 14:05:04,False,Come around & you'll see...
48,2020-12-01 23:33:10,1333917083952963584,RT @kikigist: “@mubara3: #EndSARS for us to end sars in Nigeria government we most follow this instructions from @MBuhari ....keep sharing…,Twitter for Android,,43,0,1315059115060801536,Oladele Iyanu,OladeleIyanu3,,34,79,2020-10-10 22:38:42,False,"I don't know why🤷 but i just love to Savage
  I love everything that start with S☺️"
49,2020-12-01 23:33:09,1333917079666245632,RT @SecPompeo: The United States strongly condemns incidents of military forces firing on unarmed protestors in Lagos. Those involved shoul…,Twitter for Android,,12396,0,3384073689,BIAAFARAresurrection,iyk_udeze,"California, USA",698,160,2015-07-20 05:17:51,False,"BEFORE THE BRITISH CAME TO THE SHORES OF BIAFRA IN 1914,THERE WAS A PEOPLE WHO HAVE LIVED WITHIN THE BITE OF BIAFRA FOR OVER 5THOUSAND YRS, I AM A BIAFRAN."
